"WAY_ID";"KEY";"VALUE"
46037189;"amenity";"public_building"
46037189;"building";"yes"
46037189;"building:levels";"7"
46037189;"name";"Niedersächsisches Ministerium für Soziales, Frauen, Familie und Gesundheit"
46037190;"addr:city";"Hannover"
46037190;"addr:country";"DE"
46037190;"addr:housenumber";"10"
46037190;"addr:postcode";"30169"
46037190;"addr:street";"Lavesallee"
46037190;"amenity";"public_building"
46037190;"building";"yes"
46037190;"building:levels";"2"
46037190;"name";"Finanzamt Hannover-Mitte"
46139401;"highway";"footway"
46139402;"barrier";"retaining_wall"
46139402;"landuse";"village_green"
46139403;"landuse";"village_green"
46139404;"access";"no"
46139404;"amenity";"parking"
46139439;"landuse";"village_green"
46139562;"barrier";"retaining_wall"
46139562;"landuse";"village_green"
46139563;"barrier";"retaining_wall"
46139563;"landuse";"village_green"
46140118;"landuse";"basin"
46140118;"name";"Ständehausbrunnen"
46140980;"amenity";"fast_food"
46140980;"building";"yes"
46140980;"cuisine";"italian"
46140984;"building";"yes"
46140984;"name";"üstra"
46140984;"tourism";"information"
46141159;"building";"yes"
46141160;"building";"yes"
46276484;"highway";"footway"
46276485;"highway";"footway"
46276486;"highway";"footway"
46276487;"highway";"footway"
46276488;"highway";"footway"
46276635;"barrier";"wall"
46276635;"layer";"1"
46276636;"barrier";"wall"
46276636;"layer";"1"
46337123;"access";"private"
46337123;"amenity";"parking"
46337123;"name";"Landeshauptstadt Hannover Parkplatzbewirtschaftung"
46337123;"parking";"surface"
46337124;"landuse";"village_green"
46337125;"highway";"service"
46337125;"service";"parking_aisle"
46337126;"highway";"service"
46337126;"service";"parking_aisle"
46337127;"building";"yes"
46337127;"operator";"Stadtwerke_Hannover_AG"
46337127;"power";"sub_station"
46653691;"landuse";"residential"
46653692;"highway";"footway"
46653692;"layer";"-1"
46653692;"postal_code";"30169"
46653692;"tunnel";"yes"
46653693;"highway";"footway"
46653693;"postal_code";"30169"
46817951;"landuse";"retail"
46817952;"landuse";"retail"
46817953;"area";"yes"
46817953;"highway";"pedestrian"
46817953;"name";"Georgstraße"
46817953;"postal_code";"30159"
46817953;"surface";"cobblestone"
46817954;"landuse";"village_green"
46817955;"bridge";"yes"
46817955;"highway";"residential"
46817955;"layer";"1"
46817955;"name";"Schloßbrücke"
46817955;"width";"12"
46817956;"bicycle";"yes"
46817956;"bridge";"yes"
46817956;"highway";"footway"
46817956;"hist_name";"Marstall-Brücke"
46817956;"layer";"1"
46817956;"local_name";"Flohmarktbrücke"
46817956;"name";"Martin-Neuffer-Brücke"
46817956;"note";"http://www.haz.de/Hannover/Aus-den-Stadtteilen/Mitte/Marstallbruecke-in-Hannover-traegt-neuen-Namen"
46817956;"width";"8"
46817957;"bicycle";"yes"
46817957;"highway";"footway"
46817958;"highway";"service"
46817958;"layer";"-1"
46817958;"tunnel";"yes"
46817960;"access";"private"
46817960;"highway";"service"
46817960;"layer";"-1"
46817960;"service";"driveway"
46817960;"tunnel";"yes"
46817962;"area";"yes"
46817962;"highway";"pedestrian"
47309863;"electrified";"contact_line"
47309863;"frequency";"16.7"
47309863;"layer";"1"
47309863;"railway";"rail"
47309863;"voltage";"15000"
48470113;"addr:city";"Hannover"
48470113;"addr:country";"DE"
48470113;"addr:interpolation";"all"
48470113;"addr:postcode";"30159"
48470113;"addr:street";"Herschelstraße"
48766062;"highway";"service"
48766063;"highway";"residential"
48766063;"name";"Rundestraße"
48766063;"postal_code";"30161"
48766064;"highway";"residential"
48766064;"name";"Rundestraße"
48766064;"postal_code";"30161"
49643204;"bicycle";"designated"
49643204;"foot";"yes"
49643204;"highway";"cycleway"
49643204;"segregated";"yes"
49643205;"bicycle";"yes"
49643205;"foot";"yes"
49643205;"highway";"path"
49643206;"bicycle";"yes"
49643206;"highway";"path"
49643207;"highway";"residential"
49643207;"name";"Theaterstraße"
49643207;"postal_code";"30159"
49643208;"highway";"residential"
49643208;"name";"Theaterstraße"
49643208;"oneway";"yes"
49643208;"postal_code";"30159"
49643209;"highway";"footway"
49652500;"highway";"secondary"
49652500;"lanes";"3"
49652500;"maxspeed";"50"
49652500;"name";"Friedrichswall"
49652500;"oneway";"yes"
49652500;"postal_code";"30159"
49652500;"ref";"L 384"
49652502;"highway";"secondary_link"
49652502;"oneway";"yes"
49652503;"highway";"tertiary"
49652503;"name";"Karmarschstraße"
49652503;"oneway";"yes"
49652504;"highway";"secondary"
49652504;"lanes";"2"
49652504;"maxspeed";"50"
49652504;"name";"Friedrichswall"
49652504;"oneway";"yes"
49652504;"postal_code";"30159"
49652504;"ref";"L 384"
49685928;"highway";"cycleway"
49685929;"highway";"cycleway"
49929637;"landuse";"village_green"
49929637;"name";"Goetheplatz"
50163783;"alt_name";"BBS 1-5"
50163783;"amenity";"school"
50163783;"area";"yes"
50163783;"name";"Berufsbildende Schulen 1-5"
50163785;"highway";"residential"
50163785;"name";"Ohestraße"
50163785;"postal_code";"30169"
50437249;"FIXME";"Brunnen"
50437250;"highway";"footway"
50437365;"access";"no"
50437365;"highway";"footway"
50437365;"tunnel";"yes"
50438396;"building";"yes"
50438396;"name";"Bredero-Hochhaus"
50438396;"wikipedia";"de:Hochhaus Lister Tor"
50438397;"highway";"footway"
50438397;"tunnel";"yes"
50438398;"highway";"footway"
50438398;"tunnel";"yes"
50494275;"barrier";"wall"
50495053;"highway";"steps"
50495053;"postal_code";"30169"
50496738;"area";"yes"
50496738;"highway";"pedestrian"
50496738;"source";"HiRes aerial imagery 2009"
50496741;"highway";"service"
50496741;"service";"parking_aisle"
50496744;"amenity";"toilets"
50496744;"source";"HiRes aerial imagery 2009"
50824616;"electrified";"contact_line"
50824616;"oneway";"yes"
50824616;"railway";"tram"
50824619;"electrified";"contact_line"
50824619;"oneway";"yes"
50824619;"railway";"tram"
50824620;"electrified";"contact_line"
50824620;"oneway";"yes"
50824620;"railway";"tram"
50824675;"electrified";"contact_line"
50824675;"name";"17"
50824675;"railway";"tram"
50824675;"tunnel";"no"
50824676;"electrified";"contact_line"
50824676;"name";"10 - 17"
50824676;"railway";"tram"
50824676;"tunnel";"no"
50885265;"highway";"service"
50888854;"electrified";"contact_line"
50888854;"oneway";"yes"
50888854;"railway";"tram"
50888855;"electrified";"contact_line"
50888855;"oneway";"yes"
50888855;"railway";"tram"
50888856;"electrified";"contact_line"
50888856;"oneway";"yes"
50888856;"railway";"tram"
50888858;"electrified";"contact_line"
50888858;"oneway";"yes"
50888858;"railway";"tram"
50888860;"electrified";"contact_line"
50888860;"oneway";"yes"
50888860;"railway";"tram"
50889361;"building";"yes"
50889361;"name";"Schwesternhaus B"
51260321;"amenity";"place_of_worship"
51260321;"building";"yes"
51260321;"denomination";"roman_catholic"
51260321;"name";"St.-Elisabeth-Kirche"
51260321;"religion";"christian"
51797340;"highway";"residential"
51797340;"oneway";"yes"
52021012;"landuse";"village_green"
52021013;"landuse";"village_green"
52021045;"landuse";"village_green"
52021086;"amenity";"parking"
52021086;"name";"Platz der Kaufleute"
52021086;"parking";"surface"
52021117;"landuse";"railway"
52194831;"landuse";"railway"
52405365;"amenity";"kindergarten"
52405365;"area";"yes"
52414338;"addr:city";"Hannover"
52414338;"addr:country";"DE"
52414338;"addr:housenumber";"27"
52414338;"addr:postcode";"30169"
52414338;"addr:street";"Brühlstraße"
52414338;"building";"yes"
52414338;"name";"Villa Simon"
52414339;"leisure";"garden"
52429553;"highway";"footway"
52429554;"highway";"footway"
52429555;"highway";"footway"
52429556;"highway";"steps"
52429557;"landuse";"construction"
52429557;"note";"http://www.haz.de/Hannover/Aus-der-Stadt/Uebersicht/Leine-Suite-in-Hannover-geht-baden"
52429558;"highway";"footway"
52429559;"area";"yes"
52429559;"floating";"yes"
52429559;"layer";"1"
52429559;"man_made";"pier"
52429559;"name";"Leine Suite"
52429559;"note";"http://www.haz.de/Hannover/Aus-der-Stadt/Uebersicht/Leine-Suite-in-Hannover-geht-baden"
52429560;"highway";"footway"
52429561;"highway";"footway"
52429562;"highway";"steps"
52429563;"access";"no"
52429563;"highway";"footway"
52429563;"layer";"-1"
52429563;"tunnel";"yes"
52429563;"width";"5"
52464107;"electrified";"contact_line"
52464107;"embankment";"yes"
52464107;"frequency";"16.7"
52464107;"railway";"rail"
52464107;"voltage";"15000"
52464109;"electrified";"contact_line"
52464109;"embankment";"yes"
52464109;"frequency";"16.7"
52464109;"railway";"rail"
52464109;"voltage";"15000"
52464110;"electrified";"contact_line"
52464110;"embankment";"yes"
52464110;"frequency";"16.7"
52464110;"railway";"rail"
52464110;"voltage";"15000"
52464111;"bridge";"yes"
52464111;"electrified";"contact_line"
52464111;"frequency";"16.7"
52464111;"layer";"1"
52464111;"railway";"rail"
52464111;"voltage";"15000"
52464117;"bridge";"yes"
52464117;"electrified";"contact_line"
52464117;"frequency";"16.7"
52464117;"layer";"1"
52464117;"railway";"rail"
52464117;"voltage";"15000"
52469025;"electrified";"contact_line"
52469025;"embankment";"yes"
52469025;"frequency";"16.7"
52469025;"railway";"rail"
52469025;"voltage";"15000"
52469026;"electrified";"contact_line"
52469026;"embankment";"yes"
52469026;"frequency";"16.7"
52469026;"railway";"rail"
52469026;"voltage";"15000"
52469027;"electrified";"contact_line"
52469027;"frequency";"16.7"
52469027;"layer";"1"
52469027;"railway";"rail"
52469027;"voltage";"15000"
52469028;"electrified";"contact_line"
52469028;"embankment";"yes"
52469028;"frequency";"16.7"
52469028;"railway";"rail"
52469028;"voltage";"15000"
52469030;"bridge";"yes"
52469030;"electrified";"contact_line"
52469030;"frequency";"16.7"
52469030;"layer";"1"
52469030;"railway";"rail"
52469030;"voltage";"15000"
52469031;"bridge";"yes"
52469031;"electrified";"contact_line"
52469031;"frequency";"16.7"
52469031;"layer";"1"
52469031;"railway";"rail"
52469031;"voltage";"15000"
52473543;"electrified";"contact_line"
52473543;"embankment";"yes"
52473543;"frequency";"16.7"
52473543;"railway";"rail"
52473543;"voltage";"15000"
52473544;"electrified";"contact_line"
52473544;"embankment";"yes"
52473544;"frequency";"16.7"
52473544;"railway";"rail"
52473544;"voltage";"15000"
52473545;"electrified";"contact_line"
52473545;"embankment";"yes"
52473545;"frequency";"16.7"
52473545;"railway";"rail"
52473545;"voltage";"15000"
52473546;"bridge";"yes"
52473546;"electrified";"contact_line"
52473546;"frequency";"16.7"
52473546;"layer";"1"
52473546;"railway";"rail"
52473546;"voltage";"15000"
52473552;"bridge";"yes"
52473552;"electrified";"contact_line"
52473552;"frequency";"16.7"
52473552;"layer";"1"
52473552;"railway";"rail"
52473552;"voltage";"15000"
52867157;"foot";"yes"
52867157;"highway";"cycleway"
52867157;"surface";"paved"
52867158;"highway";"steps"
52867159;"highway";"footway"
53014106;"landuse";"residential"
53064766;"landuse";"residential"
53064767;"highway";"service"
53064767;"oneway";"yes"
53064767;"postal_code";"30169"
53064959;"highway";"footway"
53064959;"tunnel";"yes"
53064960;"highway";"footway"
53065096;"landuse";"commercial"
53065097;"highway";"service"
53072282;"landuse";"commercial"
53202481;"highway";"footway"
53202481;"tunnel";"yes"
53202482;"highway";"footway"
53202948;"addr:city";"Hannover"
53202948;"addr:country";"DE"
53202948;"addr:housenumber";"2"
53202948;"addr:postcode";"30159"
53202948;"addr:street";"Mehlstraße"
53202948;"amenity";"parking"
53202948;"building";"yes"
53202948;"capacity";"690"
53202948;"fee";"yes"
53202948;"name";"Mehlstraße"
53202948;"parking";"multi-storey"
53202950;"highway";"service"
53202950;"service";"driveway"
53202951;"highway";"footway"
53202953;"highway";"service"
53202953;"service";"driveway"
53273478;"highway";"pedestrian"
53273478;"layer";"-1"
53273478;"tunnel";"yes"
53633072;"bridge";"yes"
53633072;"highway";"footway"
53633072;"layer";"1"
53634363;"bicycle";"designated"
53634363;"bridge";"yes"
53634363;"foot";"designated"
53634363;"highway";"path"
53634363;"layer";"1"
53634363;"oneway";"yes"
53634363;"segregated";"yes"
53731760;"highway";"service"
53731760;"service";"driveway"
54160888;"landuse";"commercial"
54160888;"name";"üstra Hannoversche Verkersbetriebe AG"
54166511;"highway";"footway"
59305744;"landuse";"village_green"
59309303;"highway";"road"
59310409;"amenity";"parking"
59310409;"area";"yes"
59310409;"name";"Amt für Geoinformation"
59310409;"parking";"surface"
59310410;"highway";"footway"
59310411;"highway";"footway"
59312034;"highway";"footway"
59312034;"layer";"-1"
59312034;"tunnel";"yes"
59312034;"width";"6"
59312035;"escalator";"parallel"
59312035;"highway";"steps"
59312035;"width";"6"
59312036;"escalator";"parallel"
59312036;"highway";"steps"
59312036;"width";"8"
59312037;"highway";"steps"
59312037;"width";"4"
59312038;"highway";"footway"
59312038;"tunnel";"yes"
59312038;"width";"6"
59312039;"highway";"footway"
59312039;"tunnel";"yes"
59312039;"width";"6"
59312040;"highway";"steps"
59312040;"width";"4"
59312041;"highway";"footway"
59312041;"layer";"-1"
59312041;"tunnel";"yes"
59312041;"width";"4"
59312042;"escalator";"parallel"
59312042;"highway";"steps"
59312042;"width";"6"
59312043;"highway";"footway"
59312043;"layer";"-1"
59312043;"tunnel";"yes"
59312043;"width";"8"
59312276;"highway";"footway"
59312276;"layer";"-1"
59312276;"tunnel";"yes"
59312276;"width";"8"
59312277;"highway";"steps"
59312277;"width";"8"
59313420;"landuse";"village_green"
59315624;"FIXME";"jjaf"
59315624;"landuse";"commercial"
59315624;"layer";"-5"
59315625;"highway";"steps"
59315626;"area";"yes"
59315626;"name";"Aegidienwald"
59315626;"opening_hours";"24/7"
59315626;"tourism";"attraction"
59315627;"highway";"steps"
59315628;"landuse";"residential"
59315628;"layer";"-5"
59315629;"bicycle";"designated"
59315629;"foot";"designated"
59315629;"highway";"path"
59315629;"segregated";"no"
59315630;"highway";"footway"
59315630;"layer";"-1"
59315631;"highway";"footway"
59315631;"layer";"-1"
59315631;"tunnel";"yes"
59315632;"highway";"footway"
59315633;"FIXME";"jjaf"
59315633;"landuse";"commercial"
59315633;"layer";"-5"
59315633;"name";"VGH"
59315634;"highway";"footway"
59315634;"layer";"-1"
59322742;"highway";"footway"
59322744;"highway";"service"
59322745;"highway";"service"
59322746;"foot";"yes"
59322746;"highway";"footway"
59322748;"bicycle";"designated"
59322748;"foot";"designated"
59322748;"highway";"path"
59322748;"segregated";"yes"
59322749;"area";"yes"
59322749;"power";"sub_station"
59322750;"bicycle";"designated"
59322750;"foot";"designated"
59322750;"highway";"path"
59322750;"segregated";"yes"
59322751;"highway";"tertiary"
59322751;"name";"Culemannstraße"
59322751;"postal_code";"30169"
59322753;"foot";"yes"
59322753;"highway";"footway"
59322753;"name";"Blantyre-Weg"
59322754;"bicycle";"designated"
59322754;"foot";"yes"
59322754;"highway";"path"
59322754;"segregated";"yes"
59322756;"area";"yes"
59322756;"natural";"water"
59432482;"access";"private"
59432482;"highway";"service"
59432547;"highway";"residential"
59432547;"maxspeed";"30"
59432547;"name";"Hinüberstraße"
59432547;"oneway";"yes"
59432547;"postal_code";"30175"
59594227;"highway";"service"
61566764;"foot";"yes"
61566764;"highway";"cycleway"
61566764;"oneway";"yes"
61566765;"foot";"yes"
61566765;"highway";"cycleway"
61566765;"oneway";"yes"
62061812;"amenity";"hospital"
62061812;"layer";"-5"
62061812;"name";"Krankenhaus Friederikenstift"
62061818;"barrier";"fence"
64963746;"highway";"service"
64963746;"service";"parking_aisle"
64963746;"surface";"cobblestone"
66009364;"highway";"residential"
66009364;"name";"Adolfstraße"
66009364;"postal_code";"30169"
66009368;"highway";"cycleway"
66009370;"highway";"residential"
66009370;"maxspeed";"30"
66009370;"name";"Dachenhausenstraße"
66009370;"postal_code";"30169"
66009375;"bicycle";"designated"
66009375;"foot";"yes"
66009375;"highway";"cycleway"
66009375;"segregated";"yes"
66009382;"highway";"cycleway"
66009384;"foot";"yes"
66009384;"highway";"cycleway"
66009384;"oneway";"yes"
66009390;"highway";"cycleway"
66009393;"foot";"yes"
66009393;"highway";"cycleway"
66009393;"oneway";"yes"
66009399;"highway";"tertiary"
66009399;"name";"Gustav-Bratke-Allee"
66009399;"oneway";"yes"
66009399;"postal_code";"30169"
66009399;"ref";"K 35"
66009413;"highway";"residential"
66009413;"maxspeed";"30"
66009413;"name";"Dachenhausenstraße"
66009413;"postal_code";"30169"
68830787;"highway";"pedestrian"
68830787;"name";"Georgstraße"
68830787;"postal_code";"30159"
68906827;"amenity";"parking"
68906827;"fee";"yes"
68906827;"parking";"surface"
70462029;"highway";"residential"
70462029;"name";"An der Börse"
70462029;"oneway";"yes"
70462029;"postal_code";"30159"
72084539;"foot";"no"
72084539;"highway";"cycleway"
72084539;"name";"Goetheplatz"
72084539;"oneway";"yes"
72084539;"surface";"asphalt"
72084539;"width";"1,5"
72570022;"access";"no"
72570022;"highway";"tertiary"
72570022;"name";"Gustav-Bratke-Allee"
72570022;"oneway";"yes"
72570022;"postal_code";"30169"
72570022;"ref";"K 35"
72570028;"highway";"tertiary"
72570028;"name";"Gustav-Bratke-Allee"
72570028;"oneway";"yes"
72570028;"postal_code";"30169"
72570037;"highway";"tertiary"
72570037;"name";"Gustav-Bratke-Allee"
72570037;"oneway";"yes"
72570037;"postal_code";"30169"
72570037;"ref";"K 35"
74867353;"building";"yes"
74867353;"name";"VGH und ivv"
74867354;"building";"yes"
74867354;"name";"VGH und ivv"
74867355;"building";"yes"
74867355;"name";"VGH"
75651073;"highway";"residential"
75651073;"name";"Kommandanturstraße"
75651073;"oneway";"yes"
75651073;"postal_code";"30169"
75651074;"highway";"residential"
75651074;"maxspeed";"30"
75651074;"name";"Brandstraße"
75651074;"postal_code";"30169"
76256306;"cycleway";"track"
76256306;"highway";"tertiary"
76256306;"name";"Münzstraße"
76256306;"oneway";"yes"
76256306;"postal_code";"30159"
76256307;"alt_name";"Computermeile"
76256307;"bicycle";"designated"
76256307;"bicycle_road";"yes"
76256307;"highway";"residential"
76256307;"maxspeed";"30"
76256307;"motor_vehicle";"yes"
76256307;"name";"Lange Laube"
76256307;"postal_code";"30159"
76256307;"source:maxspeed";"DE:bicycle_road"
76256307;"traffic_sign";"DE:244.1"
76256309;"highway";"cycleway"
76256309;"oneway";"no"
76859900;"highway";"service"
76859900;"service";"parking_aisle"
76859910;"amenity";"parking"
76859910;"parking";"surface"
76896272;"addr:city";"Hannover"
76896272;"addr:country";"DE"
76896272;"addr:housenumber";"1"
76896272;"addr:postcode";"30169"
76896272;"addr:street";"Hardenbergstraße"
76896272;"amenity";"police"
76896272;"building";"yes"
76896272;"building:levels";"5"
76896272;"name";"Polizeidirektion"
76896316;"building";"yes"
76896316;"source";"Bing"
76896324;"building";"yes"
76896330;"building";"yes"
76896330;"source";"Bing"
76896341;"foot";"yes"
76896341;"highway";"path"
76896341;"source";"OL-Karte Am hohen Ufer"
76896350;"highway";"footway"
77773513;"highway";"service"
81646237;"landuse";"railway"
82088027;"landuse";"village_green"
82088106;"landuse";"commercial"
82088107;"landuse";"commercial"
82088108;"amenity";"parking"
82088108;"parking";"surface"
82506802;"landuse";"residential"
82506805;"landuse";"residential"
82506806;"addr:city";"Hannover"
82506806;"addr:country";"DE"
82506806;"addr:housenumber";"50/51"
82506806;"addr:postcode";"30159"
82506806;"addr:street";"Berliner Allee"
82506806;"landuse";"commercial"
82506806;"name";"DB Kommunikationstechnik GmbH"
82573054;"boat";"no"
82573054;"motorboat";"no"
82573054;"name";"Leine"
82573054;"waterway";"river"
83255824;"landuse";"commercial"
83255824;"name";"TK Maxx"
83255824;"website";"http://www.tkmaxx.de/ueber_uns/filialen/hannover.html"
90972537;"electrified";"contact_line"
90972537;"highway";"tertiary"
90972537;"name";"Prinzenstraße"
90972537;"oneway";"no"
90972537;"postal_code";"30159"
90972537;"railway";"tram"
90972538;"electrified";"contact_line"
90972538;"highway";"tertiary"
90972538;"name";"Prinzenstraße"
90972538;"oneway";"yes"
90972538;"postal_code";"30159"
90972538;"railway";"tram"
94365613;"bicycle";"designated"
94365613;"foot";"yes"
94365613;"highway";"path"
94365613;"segregated";"yes"
94365614;"cycleway";"opposite"
94365614;"highway";"living_street"
94365614;"name";"Maschstraße"
94365614;"oneway";"yes"
94365614;"postal_code";"30169"
94365616;"bicycle";"designated"
94365616;"foot";"yes"
94365616;"highway";"cycleway"
94365616;"segregated";"yes"
95086877;"bicycle";"designated"
95086877;"foot";"designated"
95086877;"highway";"path"
95086877;"segregated";"no"
95683441;"cycleway";"track"
95683441;"highway";"secondary"
95683441;"maxspeed";"50"
95683441;"name";"Marienstraße"
95683441;"postal_code";"30171"
95683441;"ref";"L 384"
96056346;"building";"yes"
96056346;"name";"Galerie Luise"
96056346;"shop";"mall"
96063315;"building";"yes"
96063315;"source";"Bing"
96063316;"building";"yes"
96063316;"source";"Bing"
96063317;"building";"yes"
96063317;"source";"Bing"
96063318;"building";"yes"
96063318;"source";"Bing"
96063319;"building";"yes"
96063319;"source";"Bing"
96063320;"building";"yes"
96063320;"source";"Bing"
96063321;"building";"yes"
96063321;"source";"Bing"
96063322;"building";"yes"
96063322;"source";"Bing"
96063323;"building";"yes"
96063323;"source";"Bing"
96063324;"building";"yes"
96063324;"source";"Bing"
96063325;"building";"yes"
96063325;"source";"Bing"
96063326;"building";"yes"
96063326;"source";"Bing"
96069591;"addr:city";"Hannover"
96069591;"addr:country";"DE"
96069591;"addr:housename";"Niedersächsisches Landesamt für Denkmalpflege"
96069591;"addr:housenumber";"1"
96069591;"addr:postcode";"30175"
96069591;"addr:street";"Scharnhorststraße"
96069591;"building";"yes"
96069591;"name";"Niedersächsisches Landesamt für Denkmalpflege"
96695823;"highway";"footway"
98144553;"building";"yes"
98144553;"source";"Bing"
98144556;"building";"yes"
98144556;"source";"Bing"
98144558;"building";"yes"
98144558;"source";"Bing"
98144559;"building";"yes"
98144559;"source";"Bing"
98144561;"building";"yes"
98144561;"source";"Bing"
98144562;"highway";"residential"
98144562;"name";"Rundestraße"
98144562;"postal_code";"30161"
98144562;"tunnel";"yes"
98144564;"highway";"residential"
98144564;"name";"Rundestraße"
98144564;"postal_code";"30161"
98144566;"building";"yes"
98144566;"source";"Bing"
98144567;"building";"yes"
98144567;"source";"Bing"
98144568;"building";"yes"
98144568;"source";"Bing"
98147567;"building";"yes"
98147567;"source";"Bing"
98147571;"building";"yes"
98147571;"source";"Bing"
99341863;"cycleway";"lane"
99341863;"highway";"tertiary"
99341863;"maxspeed";"50"
99341863;"name";"Osterstraße"
99341863;"postal_code";"30159"
99341864;"highway";"tertiary"
99341864;"maxspeed";"50"
99341864;"name";"Osterstraße"
99341864;"postal_code";"30159"
99344793;"highway";"pedestrian"
99344794;"highway";"steps"
99344798;"highway";"steps"
99344800;"highway";"pedestrian"
99344801;"highway";"path"
99344801;"layer";"1"
99344801;"tunnel";"yes"
99346857;"highway";"residential"
99346857;"name";"Burgstraße"
99346857;"postal_code";"30159"
100301194;"highway";"secondary"
100301194;"maxspeed";"50"
100301194;"name";"Hamburger Allee"
100301194;"oneway";"yes"
100301194;"postal_code";"30161"
101047818;"highway";"service"
101047818;"service";"parking_aisle"
101356186;"area";"yes"
101356186;"building";"yes"
101356186;"source";"Bing"
102555819;"addr:housenumber";"10"
102555819;"addr:postcode";"30159"
102555819;"addr:street";"Bertastraße"
102555819;"amenity";"hospital"
102555819;"name";"Berta-Klinik"
102555819;"website";"http://www.berta-klinik.de/"
103197123;"addr:city";"Hannover"
103197123;"addr:country";"DE"
103197123;"addr:housenumber";"33"
103197123;"addr:postcode";"30169"
103197123;"addr:street";"Goethestraße"
103197123;"building";"yes"
103197123;"name";"Kath. Propstei St. Clemens"
103197125;"addr:city";"Hannover"
103197125;"addr:country";"DE"
103197125;"addr:housenumber";"18"
103197125;"addr:postcode";"30169"
103197125;"addr:street";"Am Kanonenwall"
103197125;"building";"yes"
103197125;"source";"Bing"
103197128;"building";"yes"
103197128;"source";"Bing"
103197129;"addr:city";"Hannover"
103197129;"addr:country";"DE"
103197129;"addr:housenumber";"19"
103197129;"addr:postcode";"30169"
103197129;"addr:street";"Am Kanonenwall"
103197129;"building";"yes"
103197132;"highway";"residential"
103197132;"layer";"-1"
103197132;"name";"Clemensstraße"
103197132;"tunnel";"yes"
103197135;"addr:city";"Hannover"
103197135;"addr:country";"DE"
103197135;"addr:housenumber";"13"
103197135;"addr:postcode";"30169"
103197135;"addr:street";"Clemensstraße"
103197135;"building";"yes"
103197135;"source";"Bing"
103197137;"building";"yes"
103197137;"source";"Bing"
103197140;"addr:housenumber";"10"
103197140;"addr:street";"Clemensstraße"
103197140;"building";"yes"
103197140;"source";"Bing"
103197142;"highway";"residential"
103197142;"name";"Clemensstraße"
103211381;"building";"yes"
103211381;"source";"Bing"
103211383;"building";"yes"
103211383;"source";"Bing"
103270475;"cycleway";"opposite"
103270475;"highway";"residential"
103270475;"name";"Clemensstraße"
103270475;"oneway";"yes"
103270475;"postal_code";"30169"
103270477;"building";"yes"
103270477;"source";"Bing"
103270478;"addr:city";"Hannover"
103270478;"addr:country";"DE"
103270478;"addr:housenumber";"15"
103270478;"addr:postcode";"30169"
103270478;"addr:street";"Leibnizufer"
103270478;"building";"yes"
103270478;"source";"Bing"
103270479;"building";"yes"
103270479;"source";"Bing"
103270484;"addr:city";"Hannover"
103270484;"addr:country";"DE"
103270484;"addr:housenumber";"13"
103270484;"addr:postcode";"30169"
103270484;"addr:street";"Leibnizufer"
103270484;"building";"yes"
103270484;"source";"Bing"
103270485;"addr:city";"Hannover"
103270485;"addr:country";"DE"
103270485;"addr:housenumber";"11"
103270485;"addr:postcode";"30169"
103270485;"addr:street";"Clemensstraße"
103270485;"building";"yes"
103270485;"source";"Bing"
104405940;"addr:city";"Hannover"
104405940;"addr:country";"DE"
104405940;"addr:housenumber";"24"
104405940;"addr:postcode";"30159"
104405940;"addr:street";"Osterstraße"
104405940;"building";"yes"
104405940;"source";"Bing"
104405941;"addr:city";"Hannover"
104405941;"addr:country";"DE"
104405941;"addr:housenumber";"22"
104405941;"addr:postcode";"30159"
104405941;"addr:street";"Osterstraße"
104405941;"building";"yes"
104405941;"source";"Bing"
106328343;"access";"no"
106328343;"highway";"footway"
106328343;"tunnel";"yes"
106328344;"access";"no"
106328344;"highway";"footway"
106328344;"tunnel";"yes"
106328345;"access";"no"
106328345;"highway";"footway"
106328345;"tunnel";"yes"
106328346;"access";"no"
106328346;"highway";"footway"
106328346;"tunnel";"yes"
106328347;"access";"no"
106328347;"highway";"footway"
106328347;"tunnel";"yes"
106612492;"electrified";"contact_line"
106612492;"frequency";"16.7"
106612492;"railway";"rail"
106612492;"voltage";"15000"
106612497;"electrified";"contact_line"
106612497;"frequency";"16.7"
106612497;"railway";"rail"
106612497;"source";"Bing;Aeroview"
106612497;"voltage";"15000"
106616811;"bridge";"yes"
106616811;"electrified";"contact_line"
106616811;"frequency";"16.7"
106616811;"layer";"1"
106616811;"railway";"rail"
106616811;"voltage";"15000"
106616812;"electrified";"contact_line"
106616812;"frequency";"16.7"
106616812;"railway";"rail"
106616812;"voltage";"15000"
106616813;"electrified";"contact_line"
106616813;"frequency";"16.7"
106616813;"railway";"rail"
106616813;"voltage";"15000"
106616814;"bridge";"yes"
106616814;"electrified";"contact_line"
106616814;"frequency";"16.7"
106616814;"layer";"1"
106616814;"railway";"rail"
106616814;"source";"Bing;Aeroview"
106616814;"voltage";"15000"
106616816;"bridge";"yes"
106616816;"electrified";"contact_line"
106616816;"frequency";"16.7"
106616816;"layer";"1"
106616816;"railway";"rail"
106616816;"voltage";"15000"
106616817;"electrified";"contact_line"
106616817;"frequency";"16.7"
106616817;"railway";"rail"
106616817;"voltage";"15000"
106616818;"electrified";"contact_line"
106616818;"frequency";"16.7"
106616818;"railway";"rail"
106616818;"voltage";"15000"
106616820;"electrified";"contact_line"
106616820;"frequency";"16.7"
106616820;"railway";"rail"
118903446;"highway";"footway"
118932909;"barrier";"retaining_wall"
